doubt_id	oewn_id	pos	primary_lemma	gloss	chosen_class	chosen_reason	alternative_class	alternative_reason	class_distance	doubt_category	method	priority_score	downstream_count	decision	decision_comment
D-002505	oewn-03597242-n	n	jag	a slit in a garment that exposes material of a different color underneath; used in Renaissance clothing	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace	propagated via phase1_propagated	dul:FunctionalSubstance	own gloss suggests: substance keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002506	oewn-03601832-n	n	jetsam	the part of a ship's equipment or cargo that is thrown overboard to lighten the load in a storm	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	propagated via phase1_propagated	dul:DesignedArtifact	own gloss suggests: artifact keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002507	oewn-03605156-n	n	jobcentre	a government office in a town where information about available jobs is displayed and where unemployment benefits are administered	dul:DesignedArtifact	propagated via phase1_propagated	dul:Place	own gloss suggests: place keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002508	oewn-03614999-n	n	keelboat	river boat with a shallow draught and a keel but no sails; used to carry freight; moved by rowing or punting or towing	dul:DesignedArtifact	propagated via phase1_propagated	dul:Place	own gloss suggests: place keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002509	oewn-03620342-n	n	keystone	the central building block at the top of an arch or vault	dul:FunctionalSubstance	propagated via phase1_propagated	dul:Place	own gloss suggests: place keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.6	1		
D-002510	oewn-03625099-n	n	kitchen	a room equipped for preparing meals	dul:DesignedArtifact	propagated via phase1_propagated	dul:Place	own gloss suggests: place keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	8.4	4		
D-002511	oewn-03626682-n	n	kite	plaything consisting of a light frame covered with tissue paper; flown in wind at end of a string	dul:DesignedArtifact	propagated via phase1_propagated	dul:InformationRealization	own gloss suggests: information keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	7.2	2		
D-002512	oewn-03627735-n	n	klystron	an electron tube used to generate or amplify electromagnetic radiation in the microwave region by velocity modulation	dul:DesignedArtifact	propagated via phase1_propagated	dul:Place	own gloss suggests: place keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002513	oewn-03628657-n	n	knickknack	a small inexpensive mass-produced article	dul:PhysicalObject	propagated via phase1_propagated	dul:InformationRealization	own gloss suggests: information keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002514	oewn-03630175-n	n	knit	needlework created by interlacing yarn in a series of connected loops using straight eyeless needles or by machine	dul:InformationRealization	propagated via phase1_propagated	dul:DesignedArtifact	own gloss suggests: artifact keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002515	oewn-03634934-n	n	kymograph	scientific instrument consisting of a rotating drum holding paper on which a stylus traces a continuous record (as of breathing or blood pressure)	dul:DesignedArtifact	propagated via phase1_propagated	dul:InformationRealization	own gloss suggests: information keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002516	oewn-03639325-n	n	lake dwelling	dwelling built on piles in or near a lake; specifically in prehistoric villages	dul:DesignedArtifact	propagated via phase1_propagated	dul:Place	own gloss suggests: place keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002517	oewn-03640807-n	n	laminar flow clean room	a clean room free of all extraneous particles; used in fabricating microprocessors	dul:DesignedArtifact	propagated via phase1_propagated	dul:Place	own gloss suggests: place keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002518	oewn-03648242-n	n	larboard	the left side of a ship or aircraft to someone who is aboard and facing the bow or nose	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature	propagated via phase1_propagated	dul:Person	own gloss suggests: person+relative-pronoun pattern	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002519	oewn-03649051-n	n	laser printer	electrostatic printer that focuses a laser beam to form images that are transferred to paper electrostatically	dul:PhysicalAgent	propagated via phase1_propagated	dul:InformationRealization	own gloss suggests: information keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002520	oewn-03652123-n	n	latrine	a public toilet in a military area	dul:DesignedArtifact	propagated via phase1_propagated	dul:Place	own gloss suggests: place keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002521	oewn-03656299-n	n	lazy daisy stitch	long chain stitches arranged in flower patterns	dul:InformationRealization	propagated via phase1_propagated	dul:Organism	own gloss suggests: organism keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002522	oewn-03658152-n	n	lean-to tent	tent that is attached to the side of a building	dul:DesignedArtifact	propagated via phase1_propagated	dul:Place	own gloss suggests: place keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002523	oewn-03658909-n	n	lectern	desk or stand with a slanted top used to hold a text at the proper height for a lecturer	dul:DesignedArtifact	propagated via phase1_propagated	dul:InformationRealization	own gloss suggests: information keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002524	oewn-03661417-n	n	lending library	library that provides books for use outside the building	dul:PhysicalObject	propagated via phase1_propagated	dul:Place	own gloss suggests: place keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002525	oewn-03663961-n	n	levee	an embankment that is built in order to prevent a river from overflowing	dul:DesignedArtifact	propagated via phase1_propagated	dul:Place	own gloss suggests: place keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002526	oewn-03664085-n	n	levee	a pier that provides a landing place on a river	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature	propagated via phase1_propagated	dul:Place	own gloss suggests: place keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002527	oewn-03666235-n	n	library	a room where books are kept	dul:DesignedArtifact	propagated via phase1_propagated	dul:Place	own gloss suggests: place keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002528	oewn-03666369-n	n	library	a building that houses a collection of books and other materials	dul:DesignedArtifact	propagated via phase1_propagated	dul:Place	own gloss suggests: place keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002529	oewn-03673393-n	n	lightning rod	a metallic conductor that is attached to a high point and leads to the ground; protects the building from destruction by lightning	dul:DesignedArtifact	propagated via phase1_propagated	dul:Place	own gloss suggests: place keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002530	oewn-03674232-n	n	limb	the graduated arc that is attached to an instrument for measuring angles	dul:Quality	propagated via phase1_propagated	dul:DesignedArtifact	own gloss suggests: artifact keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002531	oewn-03683884-n	n	litterbin	bin (usually in or outside a public building) into which the public can put rubbish	dul:DesignedArtifact	propagated via phase1_propagated	dul:Place	own gloss suggests: place keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002532	oewn-03685038-n	n	living room	a room in a private house or establishment where people can sit and talk and relax	dul:DesignedArtifact	propagated via phase1_propagated	dul:Place	own gloss suggests: place keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	7.8	3		
D-002533	oewn-03686474-n	n	local anesthetic	anesthetic that numbs a particular area of the body	dul:FunctionalSubstance	propagated via phase1_propagated	dul:Place	own gloss suggests: place keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	11.4	9		
D-002534	oewn-03689034-n	n	locker room	a room (as at an athletic facility or workplace) where you can change clothes and which contains lockers for the temporary storage of your clothing and personal possessions	dul:DesignedArtifact	propagated via phase1_propagated	dul:Place	own gloss suggests: place keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002535	oewn-03689937-n	n	lockstitch	machine stitch in which the top thread interlocks with the bobbin thread	dul:InformationRealization	propagated via phase1_propagated	dul:DesignedArtifact	own gloss suggests: artifact keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002536	oewn-03692463-n	n	loggia	a roofed arcade or gallery with open sides stretching along the front or side of a building; often at an upper level	dul:DesignedArtifact	propagated via phase1_propagated	dul:Place	own gloss suggests: place keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002537	oewn-03696021-n	n	lost-and-found	repository in a public building where lost articles can be kept until their owners reclaim them	dul:PhysicalObject	propagated via phase1_propagated	dul:Place	own gloss suggests: place keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002538	oewn-03697143-n	n	lounge	a room (as in a hotel or airport) with seating where people can wait	dul:DesignedArtifact	propagated via phase1_propagated	dul:Place	own gloss suggests: place keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	7.2	2		
D-002539	oewn-03697330-n	n	lounger	an article of clothing designed for comfort and leisure wear	dul:PhysicalObject	propagated via phase1_propagated	dul:InformationRealization	own gloss suggests: information keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002540	oewn-03704057-n	n	lyceum	a public hall for lectures and concerts	dul:DesignedArtifact	propagated via phase1_propagated	dul:Place	own gloss suggests: place keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002541	oewn-03707486-n	n	machine shop	workshop where metal is cut and shaped etc., by machine tools	dul:Place	propagated via phase1_propagated	dul:DesignedArtifact	own gloss suggests: artifact keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002542	oewn-03707606-n	n	machine stitch	a sewing stitch made by a sewing machine, sometimes using more than one thread	dul:InformationRealization	propagated via phase1_propagated	dul:DesignedArtifact	own gloss suggests: artifact keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.6	1		
D-002543	oewn-03716067-n	n	mailer	a container for something to be mailed	ontopic:Topic	propagated via phase1_propagated	dul:DesignedArtifact	own gloss suggests: artifact keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.6	1		
D-002544	oewn-03717142-n	n	main drag	the main street of a town or city	dul:PhysicalPlace	propagated via phase1_propagated	dul:Place	own gloss suggests: place keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002545	oewn-03717250-n	n	mainframe	a large digital computer serving 100-400 users and occupying a special air-conditioned room	dul:PhysicalAgent	propagated via phase1_propagated	dul:Place	own gloss suggests: place keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.6	1		
D-002546	oewn-03718268-n	n	main street	street that serves as a principal thoroughfare for traffic in a town	dul:PhysicalPlace	propagated via phase1_propagated	dul:Place	own gloss suggests: place keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.6	1		
D-002547	oewn-03724120-n	n	manor hall	the large room of a manor or castle	dul:DesignedArtifact	propagated via phase1_propagated	dul:Place	own gloss suggests: place keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002548	oewn-03727779-n	n	marketplace	an area in a town where a public mercantile establishment is set up	dul:DesignedArtifact	propagated via phase1_propagated	dul:Place	own gloss suggests: place keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	13.2	12		
D-002549	oewn-03734799-n	n	matchbook	a small folder of paper safety matches	dul:PhysicalObject	propagated via phase1_propagated	dul:InformationRealization	own gloss suggests: information keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002550	oewn-03743403-n	n	mechanical drawing	scale drawing of a machine or architectural plan etc	dul:InformationRealization	propagated via phase1_propagated	dul:DesignedArtifact	own gloss suggests: artifact keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	7.2	2		
D-002551	oewn-03743557-n	n	mechanical piano	a mechanically operated piano that uses a roll of perforated paper to activate the keys	dul:DesignedArtifact	propagated via phase1_propagated	dul:InformationRealization	own gloss suggests: information keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002552	oewn-03745009-n	n	medical building	building where medicine is practiced	dul:DesignedArtifact	propagated via phase1_propagated	dul:Place	own gloss suggests: place keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	12.6	11		
D-002553	oewn-03750776-n	n	mend	sewing that repairs a worn or torn hole (especially in a garment)	dul:InformationRealization	propagated via phase1_propagated	dul:DesignedArtifact	own gloss suggests: artifact keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002554	oewn-03751203-n	n	meniscus	(physics) the curved upper surface of a nonturbulent liquid in a vertical tube	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature	propagated via phase1_propagated	dul:FunctionalSubstance	own gloss suggests: substance keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
D-002555	oewn-03756556-n	n	mess	a (large) military dining room where service personnel eat or relax	dul:DesignedArtifact	propagated via phase1_propagated	dul:Place	own gloss suggests: place keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.6	1		
D-002556	oewn-03762667-n	n	metro	an electric railway operating below the surface of the ground (usually in a city)	dul:Organization	propagated via phase1_propagated	dul:Place	own gloss suggests: place keyword in gloss	3	C2_hypernym_vs_gloss	phase1_propagated	6.0	0		
