oewn_id	dulplus_class	tier	provenance	primary_lemma	all_lemmas	gloss	hypernyms
oewn-00670017-v	dul:Action	tier1_derivation	deriv→oewn-01073014-n(marker='the act of')|deriv→oewn-01023831-n(marker='the act of')	digest	digest|endure|stick out|stomach|bear|stand|tolerate|support|brook|abide|suffer|put up	put up with something or somebody unpleasant	oewn-00803980-v
oewn-00670723-v	dul:Action	propagated_from_hypernym	from oewn-00670017-v[tier1_derivation]	accept	accept|live with|swallow	tolerate or accommodate oneself to	oewn-00670017-v
oewn-00671017-v	dul:Action	propagated_from_hypernym	from oewn-00670017-v[tier1_derivation]	stand for	stand for|hold still for	tolerate or bear	oewn-00670017-v
oewn-00671161-v	dul:Action	propagated_from_hypernym	from oewn-00670017-v[tier1_derivation]	bear up	bear up	endure cheerfully	oewn-00670017-v
oewn-00671284-v	dul:Action	propagated_from_hypernym	from oewn-00670017-v[tier1_derivation]	take lying down	take lying down	suffer without protest; suffer or endure passively	oewn-00670017-v
oewn-00671446-v	dul:State	propagated_from_hypernym	from oewn-02534046-v[propagated_from_hypernym]	take it on the chin	take it on the chin	undergo failure or defeat	oewn-02534046-v
oewn-00671548-v	dul:Action	propagated_from_hypernym	from oewn-00670017-v[tier1_derivation]	take a joke	take a joke	listen to a joke at one's own expense	oewn-00670017-v
oewn-00671680-v	dul:Action	tier1_derivation	deriv→oewn-01169416-n(marker='the act of')	take	take|submit	accept or undergo, often unwillingly	oewn-02112831-v
oewn-00671888-v	dul:Action	tier1_derivation	deriv→oewn-00796028-n(marker='the act of')	test	test	undergo a test	oewn-00671680-v
oewn-00672097-v	dul:Action	propagated_from_hypernym	from oewn-00670017-v[tier1_derivation]	sit out	sit out	endure to the end	oewn-00670017-v
oewn-00672179-v	dul:Action	tier1_derivation	deriv→oewn-00875745-n(marker='the act of')	evaluate	evaluate|pass judgment|judge	form a critical opinion of	oewn-00630153-v
oewn-00672910-v	dul:Action	propagated_from_hypernym	from oewn-00672179-v[tier1_derivation]	stand	stand	have or maintain a position or stand on an issue	oewn-00672179-v
oewn-00673109-v	dul:State	propagated_from_hypernym	from oewn-00619438-v[propagated_from_hypernym]	misjudge	misjudge	judge incorrectly	oewn-00619438-v
oewn-00673254-v	dul:State	propagated_from_hypernym	from oewn-00673109-v[propagated_from_hypernym]	underestimate	underestimate|underrate	make too low an estimate of	oewn-00673109-v
oewn-00673572-v	dul:State	propagated_from_hypernym	from oewn-00673254-v[propagated_from_hypernym]	sell short	sell short	underestimate the real value or ability of	oewn-00673254-v
oewn-00673778-v	dul:State	propagated_from_hypernym	from oewn-00673936-v[propagated_from_hypernym]	overcapitalize	overcapitalize|overcapitalise	overestimate the market value of	oewn-00673936-v
oewn-00673936-v	dul:State	propagated_from_hypernym	from oewn-00673109-v[propagated_from_hypernym]	overestimate	overestimate|overrate	make too high an estimate of	oewn-00673109-v
oewn-00674196-v	dul:Action	tier1_derivation	deriv→oewn-00875745-n(marker='the act of')	judge	judge	determine the result of (a competition)	oewn-00700621-v
oewn-00674352-v	dul:Process	propagated_from_hypernym	from oewn-00638921-v[propagated_from_hypernym]	estimate	estimate|gauge|approximate|guess|judge	judge tentatively or form an estimate of (quantities or time)	oewn-00638921-v
oewn-00675014-v	dul:Action	tier1_derivation	deriv→oewn-00390116-n(marker='the act of')	quantize	quantize|quantise	approximate (a signal varying continuously in amplitude) by one whose amplitude is restricted to a prescribed set of discrete values	oewn-00674352-v
oewn-00675260-v	dul:Process	propagated_from_hypernym	from oewn-00674352-v[propagated_from_hypernym]	misgauge	misgauge	gauge something incorrectly or improperly	oewn-00674352-v
oewn-00675367-v	dul:Process	propagated_from_hypernym	from oewn-00674352-v[propagated_from_hypernym]	place	place|put|set	estimate	oewn-00674352-v
oewn-00675490-v	dul:Process	propagated_from_hypernym	from oewn-00674352-v[propagated_from_hypernym]	give	give	estimate the duration or outcome of something	oewn-00674352-v
oewn-00675685-v	dul:Process	propagated_from_hypernym	from oewn-00674352-v[propagated_from_hypernym]	lowball	lowball|underestimate	make a deliberately low estimate	oewn-00674352-v
oewn-00675902-v	dul:Action	propagated_from_hypernym	from oewn-00672179-v[tier1_derivation]	approve	approve	judge to be right or commendable; think well of	oewn-00672179-v
oewn-00676156-v	dul:Action	propagated_from_hypernym	from oewn-00676259-v[propagated_from_hypernym]	frown on	frown on|frown upon	look disapprovingly upon	oewn-00676259-v
oewn-00676259-v	dul:Action	propagated_from_hypernym	from oewn-00672179-v[tier1_derivation]	disapprove	disapprove	consider bad or wrong	oewn-00672179-v
oewn-00676436-v	dul:Action	propagated_from_hypernym	from oewn-00675902-v[propagated_from_hypernym]	rubberstamp	rubberstamp	approve automatically	oewn-00675902-v
oewn-00676526-v	dul:Action	tier1_derivation	deriv→oewn-00162063-n(marker='the act of')	choose	choose|take|select|pick out	pick out, select, or choose from a number of alternatives	oewn-00699355-v
oewn-00677331-v	dul:Action	propagated_from_hypernym	from oewn-00676526-v[tier1_derivation]	anoint	anoint	choose by or as if by divine intervention	oewn-00676526-v
oewn-00677511-v	dul:Action	propagated_from_hypernym	from oewn-00676526-v[tier1_derivation]	field	field	select (a team or individual player) for a game	oewn-00676526-v
oewn-00677687-v	dul:Action	propagated_from_hypernym	from oewn-00676526-v[tier1_derivation]	sieve	sieve|sift	distinguish and separate out	oewn-00676526-v
oewn-00677820-v	dul:Action	propagated_from_hypernym	from oewn-00676526-v[tier1_derivation]	draw	draw	select or take in from a given group or region	oewn-00676526-v
oewn-00678054-v	dul:Action	propagated_from_hypernym	from oewn-00676526-v[tier1_derivation]	dial	dial	choose by means of a dial	oewn-00676526-v
oewn-00678186-v	dul:Action	propagated_from_hypernym	from oewn-00676526-v[tier1_derivation]	plump	plump|go	give support (to) or make a choice (of) one out of a group or number	oewn-00676526-v
oewn-00678369-v	dul:Action	tier1_derivation	deriv→oewn-00162063-n(marker='the act of')	pick	pick	select carefully from a group	oewn-00676526-v
oewn-00678633-v	dul:Action	propagated_from_hypernym	from oewn-00678369-v[tier1_derivation]	hand-pick	hand-pick	pick personally and very carefully	oewn-00678369-v
oewn-00678783-v	dul:Action	propagated_from_hypernym	from oewn-00676526-v[tier1_derivation]	elect	elect	choose	oewn-00676526-v
oewn-00678940-v	dul:Action	propagated_from_hypernym	from oewn-00676526-v[tier1_derivation]	excerpt	excerpt|extract|take out	take out of a literary work in order to cite or copy	oewn-00676526-v
oewn-00679122-v	dul:Action	propagated_from_hypernym	from oewn-00676526-v[tier1_derivation]	cull out	cull out|winnow	select desirable parts from a group or list	oewn-00676526-v
oewn-00679364-v	dul:Action	propagated_from_hypernym	from oewn-00676526-v[tier1_derivation]	cream off	cream off|skim off	pick the best	oewn-00676526-v
oewn-00679463-v	dul:Action	propagated_from_hypernym	from oewn-00676526-v[tier1_derivation]	sieve out	sieve out|pick over	separate or remove	oewn-00676526-v
oewn-00679602-v	dul:Action	propagated_from_hypernym	from oewn-00676526-v[tier1_derivation]	assign	assign|specify|set apart	select something or someone for a specific purpose	oewn-00676526-v
oewn-00679885-v	dul:Action	propagated_from_hypernym	from oewn-00679602-v[propagated_from_hypernym]	dedicate	dedicate	set apart to sacred uses with solemn rites, of a church	oewn-00679602-v
oewn-00680024-v	dul:Action	propagated_from_hypernym	from oewn-00679602-v[propagated_from_hypernym]	detail	detail	assign to a specific task	oewn-00679602-v
oewn-00680201-v	dul:Process	propagated_from_hypernym	from oewn-00706456-v[propagated_from_hypernym]	schedule	schedule	plan for an activity or event	oewn-00706456-v
oewn-00680466-v	dul:Process	propagated_from_hypernym	from oewn-00680201-v[propagated_from_hypernym]	time	time	assign a time for an activity or event	oewn-00680201-v
oewn-00680696-v	dul:Process	propagated_from_hypernym	from oewn-00680201-v[propagated_from_hypernym]	book	book	engage for a performance	oewn-00680201-v
oewn-00680900-v	dul:Process	propagated_from_hypernym	from oewn-00680201-v[propagated_from_hypernym]	calendar	calendar	enter into a calendar	oewn-00680201-v
oewn-00681031-v	dul:Process	propagated_from_hypernym	from oewn-00680201-v[propagated_from_hypernym]	slot	slot	assign a time slot	oewn-00680201-v
oewn-00681158-v	dul:Action	propagated_from_hypernym	from oewn-00676526-v[tier1_derivation]	single out	single out	select from a group	oewn-00676526-v
oewn-00681308-v	dul:Action	tier1_derivation	deriv→oewn-00162063-n(marker='the act of')|deriv→oewn-00199480-n(marker='the act of')	choose	choose|prefer|opt	select as an alternative over another	oewn-00676526-v
oewn-00681634-v	dul:Action	propagated_from_hypernym	from oewn-00681308-v[tier1_derivation]	opt out	opt out|cop out	choose not to do something, as out of fear of failing	oewn-00681308-v
oewn-00681856-v	dul:Action	propagated_from_hypernym	from oewn-00672179-v[tier1_derivation]	choose	choose	see fit or proper to act in a certain way; decide to act in a certain way	oewn-00672179-v
oewn-00682064-v	dul:Action	propagated_from_hypernym	from oewn-02542223-v[propagated_from_hypernym]	prejudice	prejudice|prepossess	influence (somebody's) opinion in advance	oewn-02542223-v
oewn-00682265-v	dul:Action	propagated_from_hypernym	from oewn-00682064-v[propagated_from_hypernym]	bias	bias|predetermine	cause to be biased	oewn-00682064-v
oewn-00682404-v	dul:Action	propagated_from_hypernym	from oewn-00682265-v[propagated_from_hypernym]	slant	slant|angle|weight	present with a bias	oewn-00682265-v
oewn-00682611-v	dul:Action	propagated_from_hypernym	from oewn-00682760-v[propagated_from_hypernym]	predispose	predispose	make susceptible	oewn-00682760-v
oewn-00682760-v	dul:Action	propagated_from_hypernym	from oewn-00702806-v[tier1_derivation]	dispose	dispose|incline	make receptive or willing towards an action or attitude or belief	oewn-00702806-v
oewn-00683044-v	dul:Action	propagated_from_hypernym	from oewn-00702806-v[tier1_derivation]	indispose	indispose|disincline	make unwilling	oewn-00702806-v
oewn-00683200-v	dul:Action	propagated_from_hypernym	from oewn-00672179-v[tier1_derivation]	prejudge	prejudge	judge beforehand, especially without sufficient evidence	oewn-00672179-v
oewn-00683348-v	dul:Action	propagated_from_hypernym	from oewn-00672179-v[tier1_derivation]	measure	measure|evaluate|valuate|assess|appraise|value	evaluate or estimate the nature, quality, ability, extent, or significance of	oewn-00672179-v
oewn-00684149-v	dul:Process	propagated_from_hypernym	from oewn-00674352-v[propagated_from_hypernym]	assess	assess	estimate the value of (property) for taxation	oewn-00674352-v
oewn-00684355-v	dul:Action	tier1_derivation	deriv→oewn-01001187-n(marker='the act of')	standardize	standardize|standardise	evaluate by comparing with a standard	oewn-00683348-v
oewn-00684511-v	dul:Action	propagated_from_hypernym	from oewn-00672179-v[tier1_derivation]	reappraise	reappraise	appraise anew	oewn-00672179-v
oewn-00684700-v	dul:Action	propagated_from_hypernym	from oewn-00683348-v[propagated_from_hypernym]	reassess	reassess|reevaluate	revise or renew one's assessment	oewn-00683348-v
oewn-00684847-v	dul:Action	propagated_from_hypernym	from oewn-00683348-v[propagated_from_hypernym]	censor	censor	subject to political, religious, or moral censorship	oewn-00683348-v
oewn-00685046-v	dul:Process	propagated_from_hypernym	from oewn-00632042-v[propagated_from_hypernym]	bethink	bethink	consider or ponder something carefully	oewn-00632042-v
oewn-00685199-v	dul:Action	propagated_from_hypernym	from oewn-00688348-v[tier2_indirect]	believe	believe	accept as true; take to be true	oewn-00688348-v
oewn-00685589-v	dul:Action	propagated_from_hypernym	from oewn-00685199-v[propagated_from_hypernym]	buy	buy	accept as true	oewn-00685199-v
oewn-00685690-v	dul:Action	propagated_from_hypernym	from oewn-01013058-v[tier1_derivation]	hold	hold	assert or affirm	oewn-01013058-v
oewn-00685849-v	dul:Action	propagated_from_hypernym	from oewn-00690278-v[propagated_from_hypernym]	credit	credit	have trust in; trust in the truth or veracity of	oewn-00690278-v
oewn-00685987-v	dul:Action	propagated_from_hypernym	from oewn-00685849-v[propagated_from_hypernym]	believe	believe	credit with veracity	oewn-00685849-v
oewn-00686192-v	dul:Action	propagated_from_hypernym	from oewn-00685199-v[propagated_from_hypernym]	believe	believe	follow a credo; have a faith; be a believer	oewn-00685199-v
oewn-00686426-v	dul:Action	propagated_from_hypernym	from oewn-00686192-v[propagated_from_hypernym]	misbelieve	misbelieve	hold a false or unorthodox belief	oewn-00686192-v
oewn-00686564-v	dul:Action	propagated_from_hypernym	from oewn-00687584-v[tier1_derivation]	disbelieve	disbelieve|discredit	reject as false; refuse to accept	oewn-00687584-v
oewn-00686739-v	dul:Action	tier1_derivation	deriv→oewn-00373938-n(marker='the act of')	include	include	consider as part of something	oewn-00692380-v
oewn-00686982-v	dul:Action	propagated_from_hypernym	from oewn-00686739-v[tier1_derivation]	count	count	include as if by counting	oewn-00686739-v
oewn-00687125-v	dul:Action	propagated_from_hypernym	from oewn-00686739-v[tier1_derivation]	subsume	subsume|colligate	consider (an instance of something) as part of a general rule or principle	oewn-00686739-v
oewn-00687320-v	dul:Action	propagated_from_hypernym	from oewn-00802592-v[propagated_from_hypernym]	rule out	rule out|eliminate|winnow out|reject	dismiss from consideration or a contest	oewn-00802592-v
oewn-00687584-v	dul:Action	tier1_derivation	deriv→oewn-00204191-n(marker='the act of')	reject	reject	not accept something given or offered	oewn-00672179-v
oewn-00687940-v	dul:Action	propagated_from_hypernym	from oewn-00687584-v[tier1_derivation]	repudiate	repudiate	refuse to acknowledge, ratify, or recognize as valid	oewn-00687584-v
oewn-00688150-v	dul:Action	propagated_from_hypernym	from oewn-00687584-v[tier1_derivation]	recuse	recuse	challenge or except to a judge as being incompetent or interested, in canon and civil law	oewn-00687584-v
oewn-00688348-v	dul:Action	tier2_indirect	peer=oewn-00687584-v(dul:Action)	accept	accept	consider or hold as true	oewn-00672179-v
oewn-00688780-v	dul:Action	propagated_from_hypernym	from oewn-00688348-v[tier2_indirect]	receive	receive	accept as true or valid	oewn-00688348-v
