oewn_id	pos	dulplus_class	rule	rationale	primary_lemma	all_lemmas	gloss	pertainym_lemmas
oewn-00325982-r	r	dul:Region	R1_adv_manner	manner adverb	ebulliently	ebulliently|exuberantly|expansively	in an ebullient manner	ebullient,expansive,ebullient
oewn-00326095-a	a	dul:Quality	A5_adj_head_default	adj.all head default	noncausative	noncausative|noncausal	not causative	
oewn-00326179-a	a	dul:Quality	A5_adj_head_default	adj.all head default	cautious	cautious	showing careful forethought	
oewn-00326234-r	r	dul:Region	R1_adv_manner	manner adverb	ecclesiastically	ecclesiastically	in an ecclesiastic manner	ecclesiastical
oewn-00326369-r	r	dul:Region	R7_adv_default	adverb default (quality region)	ecologically	ecologically	with respect to ecology	ecological
oewn-00326517-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00326179-a	cagey	cagey|cagy|chary	characterized by great caution and wariness	
oewn-00326532-r	r	dul:Region	R1_adv_manner	manner adverb	ecstatically	ecstatically|rapturously|rhapsodically	in an ecstatic manner	ecstatic,ecstatic,ecstatic
oewn-00326736-r	r	dul:SpaceRegion	R3_adv_spatial	spatial marker in gloss	edgeways	edgeways|edgewise	with the edge forward or on, by, or toward the edge	
oewn-00326738-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00326179-a	fabian	fabian|Fabian	using cautious slow strategy to wear down opposition; avoiding direct confrontation	
oewn-00326886-r	r	dul:Region	R7_adv_default	adverb default (quality region)	edgewise	edgewise|edgeways	as if by an edge; barely	
oewn-00326893-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00326179-a	gingerly	gingerly	with extreme care or delicacy	
oewn-00326996-r	r	dul:Region	R1_adv_manner	manner adverb	educationally	educationally	in an educational manner	educational
oewn-00327100-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00326179-a	guarded	guarded|restrained	prudent	
oewn-00327194-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00326179-a	overcautious	overcautious	unnecessarily cautious	
oewn-00327195-r	r	dul:Region	R1_adv_manner	manner adverb	eerily	eerily|spookily	in an unnatural eery manner	
oewn-00327305-r	r	dul:Region	R1_adv_manner	manner adverb	effectually	effectually	in an effectual manner	
oewn-00327334-a	a	dul:Quality	A5_adj_head_default	adj.all head default	incautious	incautious	lacking in caution	
oewn-00327506-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00327334-a	hotheaded	hotheaded|impulsive|impetuous|madcap|tearaway|brainish	characterized by undue haste and lack of thought or deliberation	
oewn-00327539-r	r	dul:Region	R1_adv_manner	manner adverb	ineffectually	ineffectually	in an ineffectual manner	futile
oewn-00327717-r	r	dul:Region	R1_adv_manner	manner adverb	efficaciously	efficaciously|effectively	in an effective manner	effective,efficacious
oewn-00327929-a	a	dul:Quality	A5_adj_head_default	adj.all head default	cellular	cellular	characterized by or divided into or containing cells or compartments (the smallest organizational or structural unit of an organism or organization)	
oewn-00327957-r	r	dul:Region	R1_adv_manner	manner adverb	inefficaciously	inefficaciously|ineffectively	in an ineffective manner	ineffective,inefficacious
oewn-00328163-r	r	dul:Region	R1_adv_manner	manner adverb	elementarily	elementarily	in an elementary manner	elementary
oewn-00328245-r	r	dul:Region	R1_adv_manner	manner adverb	effusively	effusively	in an effusive manner	effusive
oewn-00328361-r	r	dul:Region	R1_adv_manner	manner adverb	demonstratively	demonstratively	in a demonstrative manner	demonstrative
oewn-00328439-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00327929-a	cancellate	cancellate|cancellated|cancellous	having an open or latticed or porous structure	
oewn-00328482-r	r	dul:Region	R1_adv_manner	manner adverb	egotistically	egotistically|selfishly	in an egotistical manner	egotistic,selfish
oewn-00328588-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00327929-a	alveolate	alveolate|faveolate|cavitied|honeycombed|pitted	pitted with cell-like cavities (as a honeycomb)	
oewn-00328642-r	r	dul:Region	R1_adv_manner	manner adverb	unselfishly	unselfishly	in an unselfish manner	unselfish
oewn-00328755-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00327929-a	cell-like	cell-like	resembling a cell	
oewn-00328801-r	r	dul:Region	R1_adv_manner	manner adverb	elegantly	elegantly	in a gracefully elegant manner	elegant
oewn-00328828-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00327929-a	lymphoblast-like	lymphoblast-like	resembling a lymphoblast	
oewn-00328915-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00327929-a	multicellular	multicellular	consisting of many cells	
oewn-00328994-r	r	dul:Region	R7_adv_default	adverb default (quality region)	elegantly	elegantly	with elegance; in a tastefully elegant manner	elegant
oewn-00329026-a	a	dul:Quality	A5_adj_head_default	adj.all head default	noncellular	noncellular|acellular	not made up of or divided into cells	
oewn-00329149-r	r	dul:Region	R7_adv_default	adverb default (quality region)	inelegantly	inelegantly	without elegance	inelegant
oewn-00329168-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00329026-a	cell-free	cell-free	lacking cells	
oewn-00329241-r	r	dul:Region	R7_adv_default	adverb default (quality region)	eloquently	eloquently|articulately	with eloquence	articulate,eloquent
oewn-00329299-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00329026-a	single-celled	single-celled|one-celled	having a single cell (and thus not divided into cells)	
oewn-00329418-r	r	dul:Region	R7_adv_default	adverb default (quality region)	ineloquently	ineloquently|inarticulately	without eloquence; in an inarticulate manner	inarticulate
oewn-00329426-a	a	dul:Quality	A5_adj_head_default	adj.all head default	coherent	coherent	(physics) of waves having a constant phase relation	
oewn-00329551-a	a	dul:Quality	A5_adj_head_default	adj.all head default	incoherent	incoherent	(physics) of waves having no stable definite or stable phase relation	
oewn-00329628-r	r	dul:Region	R7_adv_default	adverb default (quality region)	embarrassingly	embarrassingly	causing embarrassment	embarrassing
oewn-00329696-a	a	dul:Quality	A5_adj_head_default	adj.all head default	compartmented	compartmented	divided up or separated into compartments or isolated units	
oewn-00329771-r	r	dul:Region	R1_adv_manner	manner adverb	eminently	eminently	in an eminent manner	eminent
oewn-00329932-r	r	dul:Region	R1_adv_manner	manner adverb	emulously	emulously	in a competitively imitative manner	emulous
oewn-00329932-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00329696-a	compartmental	compartmental|compartmentalized|compartmentalised	divided up into compartments or categories	
oewn-00330072-r	r	dul:Region	R1_adv_manner	manner adverb	encouragingly	encouragingly	in an encouraging manner	encouraging
oewn-00330166-a	a	dul:Quality	A5_adj_head_default	adj.all head default	uncompartmented	uncompartmented	not compartmented; not divided into compartments or isolated units	
oewn-00330223-r	r	dul:Region	R1_adv_manner	manner adverb	discouragingly	discouragingly	in a discouraging manner	discouraging
oewn-00330294-a	a	dul:Quality	A5_adj_head_default	adj.all head default	porous	porous|poriferous	full of pores or vessels or holes	
oewn-00330385-r	r	dul:SpaceRegion	R3_adv_spatial	spatial marker in gloss	endways	endways|endwise|end on	with the end forward or toward the observer	
oewn-00330483-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00330294-a	porose	porose	forming a continuous series of pores	
oewn-00330507-r	r	dul:SpaceRegion	R3_adv_spatial	spatial marker in gloss	endways	endways|endwise	in or toward the direction of the ends; lengthwise	
oewn-00330593-a	a	dul:Quality	A5_adj_head_default	adj.all head default	nonporous	nonporous	not porous; especially not having vessels that appear as pores	
oewn-00330623-r	r	dul:Region	R7_adv_default	adverb default (quality region)	endways	endways|endwise	on end or upright	
oewn-00330729-a	a	dul:PhysicalAttribute	A4_physical_attr_keyword	gloss has physical-attribute marker	central	central	in or near a center or constituting a center; the inner area	
oewn-00330729-r	r	dul:Region	R1_adv_manner	manner adverb	enterprisingly	enterprisingly	in an enterprising manner	enterprising
oewn-00330871-r	r	dul:Region	R1_adv_manner	manner adverb	entertainingly	entertainingly	in an entertaining manner	
oewn-00331028-r	r	dul:Region	R7_adv_default	adverb default (quality region)	environmentally	environmentally	for the environment	environmental
oewn-00331117-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-00330729-a	amidship	amidship	located in the middle part of a ship or aircraft	
oewn-00331161-r	r	dul:Region	R1_adv_manner	manner adverb	equably	equably	in an equable manner	equable
oewn-00331220-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-00330729-a	bicentric	bicentric	having two centers	
oewn-00331271-r	r	dul:Region	R1_adv_manner	manner adverb	equitably	equitably	in an equitable manner	equitable
oewn-00331294-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-00330729-a	bifocal	bifocal	having two foci	
oewn-00331404-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-00330729-a	center	center|halfway|middle|midway|centre	equally distant from the extremes	
oewn-00331426-r	r	dul:Region	R1_adv_manner	manner adverb	inequitably	inequitably	in an inequitable manner	inequitable
oewn-00331542-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-00330729-a	centered	centered|centred	being or placed in the center	
oewn-00331596-r	r	dul:Region	R7_adv_default	adverb default (quality region)	erectly	erectly|straight-backed	in a straight-backed manner	erect
oewn-00331626-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-00330729-a	centric	centric|centrical	having or situated at or near a center	
oewn-00331730-r	r	dul:Region	R7_adv_default	adverb default (quality region)	eruditely	eruditely|learnedly	with erudition; in an erudite manner	erudite,erudite
oewn-00331802-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-00330729-a	focal	focal	having or localized centrally at a focus	
oewn-00331898-r	r	dul:Region	R1_adv_manner	manner adverb	ethically	ethically	in an ethical manner; from an ethical point of view; according to ethics	ethical
oewn-00331928-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-00330729-a	median	median|medial	relating to or situated in or extending toward the middle	
oewn-00332065-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-00330729-a	middlemost	middlemost|midmost	being in the exact middle	
oewn-00332102-r	r	dul:Region	R1_adv_manner	manner adverb	unethically	unethically	in an unethical manner	unethical
oewn-00332157-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-00330729-a	nuclear	nuclear	constituting or like a nucleus	
oewn-00332226-r	r	dul:Region	R1_adv_manner	manner adverb	euphemistically	euphemistically	in a euphemistic manner	euphemistic
oewn-00332344-a	a	dul:PhysicalAttribute	A4_physical_attr_keyword	gloss has physical-attribute marker	peripheral	peripheral	on or near an edge or constituting an outer boundary; the outer area	
oewn-00332382-r	r	dul:Region	R7_adv_default	adverb default (quality region)	evasively	evasively	with evasion; in an evasive manner	evasive
oewn-00332587-r	r	dul:Region	R7_adv_default	adverb default (quality region)	evenly	evenly	in a level and regular way	even
oewn-00332614-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-00332344-a	circumferential	circumferential	lying around or just outside the edges or outskirts	
oewn-00332684-r	r	dul:Region	R1_adv_manner	manner adverb	evolutionarily	evolutionarily	in an evolutionary way; from an evolutionary point of view	evolutionary
oewn-00332787-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-00332344-a	fringy	fringy|marginal	at or constituting a border or edge	
oewn-00332854-r	r	dul:Region	R7_adv_default	adverb default (quality region)	unevenly	unevenly	in an uneven and irregular way	uneven
oewn-00332957-r	r	dul:Region	R1_adv_manner	manner adverb	regularly	regularly	in a regular way without variation	even
oewn-00332989-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-00332344-a	encircling	encircling|skirting	being all around the edges; enclosing	
oewn-00333090-r	r	dul:Region	R7_adv_default	adverb default (quality region)	irregularly	irregularly	at an uneven rate	irregular
oewn-00333167-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-00332344-a	off-base	off-base	located outside a military base	
oewn-00333223-r	r	dul:Region	R1_adv_manner	manner adverb	regularly	regularly|on a regular basis	in a regular manner	regular
oewn-00333273-a	a	dul:Quality	A5_adj_head_default	adj.all head default	centrifugal	centrifugal	tending to move away from a center	
oewn-00333384-r	r	dul:Region	R1_adv_manner	manner adverb	irregularly	irregularly|on an irregular basis	in an inconstant manner, not according to fixed rate or schedule	irregular
oewn-00333422-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00333273-a	outward-developing	outward-developing	away from an axis, as in a flower cluster in which the oldest flowers are in the center, the youngest near the edge	
oewn-00333541-r	r	dul:Region	R7_adv_default	adverb default (quality region)	regularly	regularly	having a regular form	regular
oewn-00333621-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00333273-a	outward-moving	outward-moving	moving or directed away from center, especially when spinning or traveling in a curve	
oewn-00333664-r	r	dul:Region	R7_adv_default	adverb default (quality region)	irregularly	irregularly	having an irregular form	irregular
oewn-00333767-a	a	dul:Quality	A5_adj_head_default	adj.all head default	centripetal	centripetal	tending to move toward a center	
oewn-00333793-r	r	dul:Region	R7_adv_default	adverb default (quality region)	evenly	evenly|equally	in equal amounts or shares; in a balanced or impartial way	equal,even
oewn-00333913-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00333767-a	inward-developing	inward-developing	toward an axis, as in a sunflower; the oldest flowers are near the edge, the youngest in the center	
